Gene,M-4
ENSMUSG00000106909,0
ENSMUSG00000107237,0
ENSMUSG00000066900,1836
ENSMUSG00000086047,2
ENSMUSG00000061288,489
ENSMUSG00000032959,5960
ENSMUSG00000097163,0
ENSMUSG00000072688,0
ENSMUSG00000066894,192
ENSMUSG00000029364,3701
ENSMUSG00000029363,1598
ENSMUSG00000086075,14
ENSMUSG00000061578,0
ENSMUSG00000029361,10
ENSMUSG00000098072,0
ENSMUSG00000032898,1645
ENSMUSG00000029359,2
ENSMUSG00000032867,1524
ENSMUSG00000029360,7
ENSMUSG00000046607,0
ENSMUSG00000032850,159
ENSMUSG00000032840,440
ENSMUSG00000106812,0
ENSMUSG00000018076,1010
ENSMUSG00000106708,0
ENSMUSG00000106745,0
ENSMUSG00000107144,0
ENSMUSG00000100573,0
ENSMUSG00000107334,0
ENSMUSG00000106938,0
ENSMUSG00000087516,0
ENSMUSG00000085708,0
ENSMUSG00000085345,0
ENSMUSG00000018604,0
ENSMUSG00000086847,0
ENSMUSG00000107053,0
ENSMUSG00000106795,0
ENSMUSG00000018263,0
ENSMUSG00000107084,0
ENSMUSG00000107063,0
ENSMUSG00000029594,629
ENSMUSG00000097368,3
ENSMUSG00000107141,0
ENSMUSG00000098649,0
ENSMUSG00000029595,0
ENSMUSG00000029596,65
ENSMUSG00000029597,3
ENSMUSG00000086165,2
ENSMUSG00000029598,1520
ENSMUSG00000032754,188
ENSMUSG00000032741,1135
ENSMUSG00000029601,4
ENSMUSG00000029600,122
ENSMUSG00000029599,1057
ENSMUSG00000107191,0
ENSMUSG00000094282,0
ENSMUSG00000089830,0
ENSMUSG00000029602,1
ENSMUSG00000029603,0
ENSMUSG00000032690,1
ENSMUSG00000032661,0
ENSMUSG00000107179,0
ENSMUSG00000066867,0
ENSMUSG00000001166,1
ENSMUSG00000053765,0
ENSMUSG00000001168,0
ENSMUSG00000066861,0
ENSMUSG00000052776,6
ENSMUSG00000032623,0
ENSMUSG00000029608,0
ENSMUSG00000043733,3784
ENSMUSG00000029614,17439
ENSMUSG00000042744,760
ENSMUSG00000042726,190
ENSMUSG00000104985,0
ENSMUSG00000106209,0
ENSMUSG00000042719,882
ENSMUSG00000029616,920
ENSMUSG00000029452,34
ENSMUSG00000062438,0
ENSMUSG00000072647,24
ENSMUSG00000029454,20
ENSMUSG00000029455,3190
ENSMUSG00000042647,78
ENSMUSG00000029456,134
ENSMUSG00000029458,1109
ENSMUSG00000042605,1750
ENSMUSG00000089729,0
ENSMUSG00000042594,559
ENSMUSG00000104872,0
ENSMUSG00000044134,99
ENSMUSG00000042589,67
ENSMUSG00000105795,0
ENSMUSG00000087386,0
ENSMUSG00000013936,0
ENSMUSG00000043036,6
ENSMUSG00000004455,3495
ENSMUSG00000064267,324
ENSMUSG00000038593,102
ENSMUSG00000038582,566
ENSMUSG00000038569,20
ENSMUSG00000029462,1901
ENSMUSG00000029463,87
ENSMUSG00000029464,558
ENSMUSG00000029465,2923
ENSMUSG00000105895,19
ENSMUSG00000029466,1360
ENSMUSG00000029467,9848
ENSMUSG00000029469,385
ENSMUSG00000105430,1
ENSMUSG00000029468,488
ENSMUSG00000029470,1042
ENSMUSG00000029471,616
ENSMUSG00000029472,9090
ENSMUSG00000029474,580
ENSMUSG00000029475,504
ENSMUSG00000056735,7
ENSMUSG00000106555,0
ENSMUSG00000049686,139
ENSMUSG00000029477,2
ENSMUSG00000054434,90
ENSMUSG00000029449,18
ENSMUSG00000090086,64
ENSMUSG00000104156,46
ENSMUSG00000105881,6
ENSMUSG00000038384,579
ENSMUSG00000029440,643
ENSMUSG00000029445,0
ENSMUSG00000104606,0
ENSMUSG00000029442,3
ENSMUSG00000087063,0
ENSMUSG00000087336,2
ENSMUSG00000029438,674
ENSMUSG00000104830,2
ENSMUSG00000086700,1
ENSMUSG00000038342,969
ENSMUSG00000106636,6
ENSMUSG00000029437,0
ENSMUSG00000063409,0
ENSMUSG00000086753,37
ENSMUSG00000029433,53
ENSMUSG00000029431,0
ENSMUSG00000114278,7
ENSMUSG00000029434,1349
ENSMUSG00000049550,1434
ENSMUSG00000029427,1411
ENSMUSG00000029422,1877
ENSMUSG00000029414,2366
ENSMUSG00000045502,0
ENSMUSG00000049241,3
ENSMUSG00000023106,1786
ENSMUSG00000061882,49
ENSMUSG00000000915,357
ENSMUSG00000066278,349
ENSMUSG00000106261,0
ENSMUSG00000104818,0
ENSMUSG00000029408,17
ENSMUSG00000085433,28
ENSMUSG00000023707,172
ENSMUSG00000029404,1005
ENSMUSG00000029406,633
ENSMUSG00000089842,0
ENSMUSG00000090220,2
ENSMUSG00000105759,0
ENSMUSG00000038126,678
ENSMUSG00000047635,308
ENSMUSG00000029394,2078
ENSMUSG00000038095,3137
ENSMUSG00000049327,3388
ENSMUSG00000029401,189
ENSMUSG00000029402,235
ENSMUSG00000029392,353
ENSMUSG00000029390,2931
ENSMUSG00000029389,475
ENSMUSG00000029388,1310
ENSMUSG00000029387,548
ENSMUSG00000029386,233
ENSMUSG00000038023,1939
ENSMUSG00000106082,0
ENSMUSG00000038011,4
ENSMUSG00000105583,0
ENSMUSG00000037979,138
ENSMUSG00000079215,1864
ENSMUSG00000037962,5
ENSMUSG00000029478,1548
ENSMUSG00000105604,0
ENSMUSG00000106663,0
ENSMUSG00000105039,0
ENSMUSG00000037936,1811
ENSMUSG00000104932,1
ENSMUSG00000008348,1211
ENSMUSG00000072612,7
ENSMUSG00000029480,1018
ENSMUSG00000037905,883
ENSMUSG00000029482,1203
ENSMUSG00000070498,0
ENSMUSG00000105274,0
ENSMUSG00000106378,0
ENSMUSG00000105593,0
ENSMUSG00000104825,0
ENSMUSG00000105673,0
ENSMUSG00000106235,0
ENSMUSG00000105316,0
ENSMUSG00000106644,0
ENSMUSG00000105490,0
ENSMUSG00000105575,0
ENSMUSG00000105308,0
ENSMUSG00000104778,0
ENSMUSG00000034324,0
ENSMUSG00000087104,0
ENSMUSG00000106015,0
ENSMUSG00000029416,669
ENSMUSG00000049971,174
ENSMUSG00000034310,0
ENSMUSG00000105857,0
ENSMUSG00000106275,0
ENSMUSG00000104727,0
ENSMUSG00000104980,0
ENSMUSG00000072591,0
ENSMUSG00000081683,0
ENSMUSG00000029423,0
ENSMUSG00000029420,0
ENSMUSG00000105271,0
ENSMUSG00000106522,0
ENSMUSG00000029428,396
ENSMUSG00000029430,17549
ENSMUSG00000044017,0
ENSMUSG00000104681,0
ENSMUSG00000029439,1597
ENSMUSG00000029436,5
ENSMUSG00000051034,111
ENSMUSG00000034219,0
ENSMUSG00000034211,853
ENSMUSG00000029432,1729
ENSMUSG00000086916,2
ENSMUSG00000029446,1379
ENSMUSG00000029447,7640
ENSMUSG00000025538,574
ENSMUSG00000025537,4
ENSMUSG00000070493,5221
ENSMUSG00000034173,8
ENSMUSG00000095789,2
ENSMUSG00000066735,857
ENSMUSG00000025534,2784
ENSMUSG00000025533,961
ENSMUSG00000025532,532
ENSMUSG00000034118,423
ENSMUSG00000034110,165
ENSMUSG00000025340,453
ENSMUSG00000053094,1590
ENSMUSG00000107143,3
ENSMUSG00000025337,704
ENSMUSG00000056310,617
ENSMUSG00000060371,0
ENSMUSG00000052014,0
ENSMUSG00000034040,0
ENSMUSG00000106710,0
ENSMUSG00000105387,0
ENSMUSG00000029673,0
ENSMUSG00000104987,0
ENSMUSG00000105773,0
ENSMUSG00000106395,0
ENSMUSG00000100420,0
ENSMUSG00000105809,0
ENSMUSG00000105227,0
ENSMUSG00000087344,0
ENSMUSG00000015944,384
ENSMUSG00000061979,584
ENSMUSG00000015942,265
ENSMUSG00000015950,5
ENSMUSG00000060261,7461
ENSMUSG00000107076,1
ENSMUSG00000023079,762
ENSMUSG00000106969,0
ENSMUSG00000063146,1053
ENSMUSG00000107090,0
ENSMUSG00000085957,3
ENSMUSG00000023104,2101
ENSMUSG00000040751,25
ENSMUSG00000040731,8771
ENSMUSG00000029674,351
ENSMUSG00000072573,0
ENSMUSG00000029675,8
ENSMUSG00000107318,0
ENSMUSG00000040576,0
ENSMUSG00000008843,0
ENSMUSG00000107322,0
ENSMUSG00000040557,46
ENSMUSG00000047501,0
ENSMUSG00000070473,0
ENSMUSG00000054909,0
ENSMUSG00000040532,307
ENSMUSG00000007207,160
ENSMUSG00000005378,1050
ENSMUSG00000061118,40
ENSMUSG00000043614,31
ENSMUSG00000005373,0
ENSMUSG00000107296,0
ENSMUSG00000005374,675
ENSMUSG00000029681,449
ENSMUSG00000002748,4689
ENSMUSG00000049551,49
ENSMUSG00000040013,2170
ENSMUSG00000053388,9
ENSMUSG00000000916,420
ENSMUSG00000053293,1764
ENSMUSG00000039959,1370
ENSMUSG00000070464,0
ENSMUSG00000004814,0
ENSMUSG00000039917,537
ENSMUSG00000105239,0
ENSMUSG00000005514,1167
ENSMUSG00000039886,557
ENSMUSG00000019178,3
ENSMUSG00000019179,7937
ENSMUSG00000039860,2
ENSMUSG00000085026,0
ENSMUSG00000004951,2
ENSMUSG00000051391,5998
ENSMUSG00000029699,44
ENSMUSG00000004948,2
ENSMUSG00000004947,267
ENSMUSG00000042985,0
ENSMUSG00000006143,1
ENSMUSG00000004952,11
ENSMUSG00000086656,0
ENSMUSG00000039771,291
ENSMUSG00000105349,7
ENSMUSG00000029703,616
ENSMUSG00000039754,68
ENSMUSG00000039747,236
ENSMUSG00000039737,582
ENSMUSG00000005057,4
ENSMUSG00000029705,1439
ENSMUSG00000086220,0
ENSMUSG00000005474,0
ENSMUSG00000004415,0
ENSMUSG00000092402,0
ENSMUSG00000007987,307
ENSMUSG00000097908,175
ENSMUSG00000019054,900
ENSMUSG00000001739,9
ENSMUSG00000059518,354
ENSMUSG00000004846,885
ENSMUSG00000037428,0
ENSMUSG00000004849,1810
ENSMUSG00000037411,9
ENSMUSG00000043279,655
ENSMUSG00000037390,0
ENSMUSG00000079174,0
ENSMUSG00000106466,0
ENSMUSG00000118522,0
ENSMUSG00000094840,0
ENSMUSG00000105736,0
ENSMUSG00000023328,156
ENSMUSG00000051502,47
ENSMUSG00000037364,3189
ENSMUSG00000023348,1385
ENSMUSG00000037344,373
ENSMUSG00000029710,399
ENSMUSG00000079173,8
ENSMUSG00000029711,0
ENSMUSG00000029715,266
ENSMUSG00000105851,3
ENSMUSG00000106237,32
ENSMUSG00000029714,698
ENSMUSG00000029713,4698
ENSMUSG00000090873,17
ENSMUSG00000029712,0
ENSMUSG00000029716,4
ENSMUSG00000037221,291
ENSMUSG00000029718,1770
ENSMUSG00000089984,5
ENSMUSG00000106617,13
ENSMUSG00000093445,1014
ENSMUSG00000079165,120
ENSMUSG00000047182,12
ENSMUSG00000029722,278
ENSMUSG00000079163,0
ENSMUSG00000045348,106
ENSMUSG00000029723,1575
ENSMUSG00000029725,268
ENSMUSG00000029726,859
ENSMUSG00000037108,46
ENSMUSG00000046245,0
ENSMUSG00000066684,0
ENSMUSG00000106478,0
ENSMUSG00000066682,0
ENSMUSG00000106155,0
ENSMUSG00000029727,44
ENSMUSG00000056966,1997
ENSMUSG00000037053,4
ENSMUSG00000075599,0
ENSMUSG00000079156,0
ENSMUSG00000075598,0
ENSMUSG00000029729,590
ENSMUSG00000037017,633
ENSMUSG00000037007,224
ENSMUSG00000019494,2198
ENSMUSG00000029730,4321
ENSMUSG00000019518,189
ENSMUSG00000036980,458
ENSMUSG00000036968,325
ENSMUSG00000049285,6
ENSMUSG00000089783,0
ENSMUSG00000106338,0
ENSMUSG00000047592,0
ENSMUSG00000050552,373
ENSMUSG00000036948,261
ENSMUSG00000085227,0
ENSMUSG00000075593,1
ENSMUSG00000029510,0
ENSMUSG00000036928,0
ENSMUSG00000109713,0
ENSMUSG00000075591,32
ENSMUSG00000036898,315
ENSMUSG00000029526,0
ENSMUSG00000058291,650
ENSMUSG00000056014,132
ENSMUSG00000025854,328
ENSMUSG00000094504,0
ENSMUSG00000025856,120
ENSMUSG00000075585,38
ENSMUSG00000025855,28
ENSMUSG00000086873,0
ENSMUSG00000025857,413
ENSMUSG00000036817,1282
ENSMUSG00000106127,2
ENSMUSG00000025858,1305
ENSMUSG00000056413,0
ENSMUSG00000045438,449
ENSMUSG00000029541,0
ENSMUSG00000053553,525
ENSMUSG00000044197,265
ENSMUSG00000044092,1
ENSMUSG00000053647,3
ENSMUSG00000053581,499
ENSMUSG00000106056,0
ENSMUSG00000029546,0
ENSMUSG00000036718,216
ENSMUSG00000029547,2206
ENSMUSG00000018143,848
ENSMUSG00000036687,8
ENSMUSG00000029551,414
ENSMUSG00000105335,0
ENSMUSG00000048988,2
ENSMUSG00000029554,903
ENSMUSG00000085673,0
ENSMUSG00000087606,2
ENSMUSG00000087248,0
ENSMUSG00000036639,301
ENSMUSG00000029557,132
ENSMUSG00000029560,1052
ENSMUSG00000056076,8923
ENSMUSG00000106350,0
ENSMUSG00000036599,310
ENSMUSG00000105845,0
ENSMUSG00000036586,0
ENSMUSG00000105699,0
ENSMUSG00000029570,8
ENSMUSG00000036565,1057
ENSMUSG00000036555,361
ENSMUSG00000000148,316
ENSMUSG00000050022,18
ENSMUSG00000000149,883
ENSMUSG00000036526,0
ENSMUSG00000039683,153
ENSMUSG00000084934,0
ENSMUSG00000085540,0
ENSMUSG00000056493,591
ENSMUSG00000039623,391
ENSMUSG00000029576,0
ENSMUSG00000074817,0
ENSMUSG00000039533,0
ENSMUSG00000029578,1512
ENSMUSG00000050822,0
ENSMUSG00000039477,1298
ENSMUSG00000066640,497
ENSMUSG00000097559,5
ENSMUSG00000029580,47778
ENSMUSG00000029581,6
ENSMUSG00000045078,1437
ENSMUSG00000106543,0
ENSMUSG00000090981,0
ENSMUSG00000104529,0
ENSMUSG00000061898,249
ENSMUSG00000029586,0
ENSMUSG00000039296,0
ENSMUSG00000089879,1
ENSMUSG00000029587,377
ENSMUSG00000046658,297
ENSMUSG00000105345,7
ENSMUSG00000093910,2
ENSMUSG00000039244,661
ENSMUSG00000001844,450
ENSMUSG00000089889,5
ENSMUSG00000104875,0
ENSMUSG00000010825,3
ENSMUSG00000093720,4
ENSMUSG00000106198,4
ENSMUSG00000079111,1787
ENSMUSG00000039206,299
ENSMUSG00000001847,5547
ENSMUSG00000118332,0
ENSMUSG00000083012,4
ENSMUSG00000018001,536
ENSMUSG00000051306,454
ENSMUSG00000097287,0
ENSMUSG00000029613,1131
ENSMUSG00000029607,20
ENSMUSG00000029610,391
ENSMUSG00000079109,385
ENSMUSG00000091351,0
ENSMUSG00000075569,8
ENSMUSG00000029617,1675
ENSMUSG00000029618,0
ENSMUSG00000038970,2015
ENSMUSG00000052271,1
ENSMUSG00000066621,8443
ENSMUSG00000087484,28
ENSMUSG00000047843,895
ENSMUSG00000038859,399
ENSMUSG00000086894,25
ENSMUSG00000104600,0
ENSMUSG00000059991,0
ENSMUSG00000043388,2
ENSMUSG00000045482,2780
ENSMUSG00000038780,1190
ENSMUSG00000038770,0
ENSMUSG00000061707,0
ENSMUSG00000106393,0
ENSMUSG00000029620,1
ENSMUSG00000029621,1188
ENSMUSG00000029622,4212
ENSMUSG00000029623,3712
ENSMUSG00000038722,1273
ENSMUSG00000029624,312
ENSMUSG00000029625,810
ENSMUSG00000038690,1516
ENSMUSG00000029627,53
ENSMUSG00000055991,282
ENSMUSG00000007812,859
ENSMUSG00000070420,232
ENSMUSG00000070419,0
ENSMUSG00000038656,0
ENSMUSG00000075552,0
ENSMUSG00000075551,0
ENSMUSG00000054417,0
ENSMUSG00000056035,0
ENSMUSG00000029630,0
ENSMUSG00000061292,0
ENSMUSG00000104752,0
ENSMUSG00000096798,0
ENSMUSG00000095040,3
ENSMUSG00000106547,44
ENSMUSG00000105636,6
ENSMUSG00000029634,1010
ENSMUSG00000029635,1336
ENSMUSG00000029636,1
ENSMUSG00000096344,0
ENSMUSG00000096527,0
ENSMUSG00000079093,0
ENSMUSG00000041505,0
ENSMUSG00000079091,0
ENSMUSG00000096664,0
ENSMUSG00000095557,0
ENSMUSG00000041468,0
ENSMUSG00000105907,0
ENSMUSG00000106020,0
ENSMUSG00000029640,961
ENSMUSG00000104845,0
ENSMUSG00000041453,8367
ENSMUSG00000029641,17
ENSMUSG00000016503,280
ENSMUSG00000016510,124
ENSMUSG00000016520,426
ENSMUSG00000029642,1450
ENSMUSG00000053129,0
ENSMUSG00000092570,0
ENSMUSG00000029644,0
ENSMUSG00000098053,0
ENSMUSG00000029646,0
ENSMUSG00000075543,0
ENSMUSG00000042817,0
ENSMUSG00000097228,0
ENSMUSG00000106820,125
ENSMUSG00000029647,869
ENSMUSG00000029648,0
ENSMUSG00000106845,0
ENSMUSG00000029649,2056
ENSMUSG00000029650,60
ENSMUSG00000085565,0
ENSMUSG00000029651,232
ENSMUSG00000041313,6313
ENSMUSG00000001687,2686
ENSMUSG00000106733,0
ENSMUSG00000086494,15
ENSMUSG00000085740,0
ENSMUSG00000087647,0
ENSMUSG00000041298,261
ENSMUSG00000106892,0
ENSMUSG00000085639,0
ENSMUSG00000085237,0
ENSMUSG00000079069,0
ENSMUSG00000108207,5
ENSMUSG00000087272,2
ENSMUSG00000106951,7
ENSMUSG00000085971,1
ENSMUSG00000086610,5
ENSMUSG00000066551,12726
ENSMUSG00000097191,2
ENSMUSG00000107133,0
ENSMUSG00000107388,42
ENSMUSG00000107313,1
ENSMUSG00000041264,825
ENSMUSG00000100783,1
ENSMUSG00000100465,0
ENSMUSG00000060063,0
ENSMUSG00000107317,0
ENSMUSG00000107271,0
ENSMUSG00000029659,0
ENSMUSG00000106750,0
ENSMUSG00000106777,0
ENSMUSG00000029660,0
ENSMUSG00000107164,0
ENSMUSG00000107132,0
ENSMUSG00000029658,6
ENSMUSG00000029657,2595
ENSMUSG00000106674,8
ENSMUSG00000051950,502
ENSMUSG00000106740,0
ENSMUSG00000107214,0
ENSMUSG00000107279,0
ENSMUSG00000107093,0
ENSMUSG00000107112,0
ENSMUSG00000053368,0
ENSMUSG00000107360,0
ENSMUSG00000107384,0
ENSMUSG00000056602,383
ENSMUSG00000106719,0
ENSMUSG00000106738,0
ENSMUSG00000056586,0
ENSMUSG00000041147,893
ENSMUSG00000106764,0
ENSMUSG00000107178,3
ENSMUSG00000106980,0
ENSMUSG00000041132,38
ENSMUSG00000106927,5
ENSMUSG00000107096,9
ENSMUSG00000029655,1239
ENSMUSG00000034021,1975
ENSMUSG00000107048,0
ENSMUSG00000106692,0
ENSMUSG00000107047,0
ENSMUSG00000058488,0
ENSMUSG00000016128,468
ENSMUSG00000107387,0
ENSMUSG00000054622,3
ENSMUSG00000097321,16
ENSMUSG00000091794,5
ENSMUSG00000033970,1104
ENSMUSG00000107241,0
ENSMUSG00000106779,0
ENSMUSG00000106734,57
ENSMUSG00000047735,334
ENSMUSG00000044156,0
ENSMUSG00000001376,1444
ENSMUSG00000023964,0
ENSMUSG00000029664,0
ENSMUSG00000029663,0
ENSMUSG00000032766,360
ENSMUSG00000107681,0
ENSMUSG00000032757,1284
ENSMUSG00000029661,20
ENSMUSG00000015189,2676
ENSMUSG00000004631,1446
ENSMUSG00000092035,4063
ENSMUSG00000093570,0
ENSMUSG00000032827,1899
ENSMUSG00000002588,1
ENSMUSG00000029759,247
ENSMUSG00000032667,1661
ENSMUSG00000042607,4
ENSMUSG00000019577,0
ENSMUSG00000029757,90
ENSMUSG00000085416,0
ENSMUSG00000015112,3033
ENSMUSG00000093482,114
ENSMUSG00000093658,0
ENSMUSG00000093380,0
ENSMUSG00000042541,1611
ENSMUSG00000093675,246
ENSMUSG00000090063,120
ENSMUSG00000029754,357
ENSMUSG00000029755,0
ENSMUSG00000097356,0
ENSMUSG00000042505,405
ENSMUSG00000098501,0
ENSMUSG00000061762,0
ENSMUSG00000029752,6753
ENSMUSG00000107394,0
ENSMUSG00000042460,1770
ENSMUSG00000068794,0
ENSMUSG00000042447,991
ENSMUSG00000012483,817
ENSMUSG00000089862,409
ENSMUSG00000089890,0
ENSMUSG00000090151,0
ENSMUSG00000087305,12
ENSMUSG00000029638,395
ENSMUSG00000062995,1596
ENSMUSG00000046178,0
ENSMUSG00000107847,0
ENSMUSG00000107948,0
ENSMUSG00000029632,5309
ENSMUSG00000029629,2450
ENSMUSG00000032625,276
ENSMUSG00000107422,0
ENSMUSG00000029571,2637
ENSMUSG00000079679,2
ENSMUSG00000101894,0
ENSMUSG00000029569,1258
ENSMUSG00000042742,843
ENSMUSG00000048216,70
ENSMUSG00000052419,1178
ENSMUSG00000097616,60
ENSMUSG00000042717,0
ENSMUSG00000029563,89
ENSMUSG00000041390,892
ENSMUSG00000108295,0
ENSMUSG00000108025,0
ENSMUSG00000107022,0
ENSMUSG00000029553,0
ENSMUSG00000084772,4
ENSMUSG00000054556,138
ENSMUSG00000029552,1335
ENSMUSG00000085171,0
ENSMUSG00000085264,1
ENSMUSG00000000058,2901
ENSMUSG00000007655,95
ENSMUSG00000100101,0
ENSMUSG00000009376,27638
ENSMUSG00000015733,6634
ENSMUSG00000029534,582
ENSMUSG00000097700,0
ENSMUSG00000010797,0
ENSMUSG00000010796,0
ENSMUSG00000041301,25
ENSMUSG00000087389,0
ENSMUSG00000000416,199
ENSMUSG00000084947,0
ENSMUSG00000106874,77
ENSMUSG00000044155,1403
ENSMUSG00000029517,6
ENSMUSG00000107217,0
ENSMUSG00000060882,1
ENSMUSG00000029669,1336
ENSMUSG00000106709,7
ENSMUSG00000106871,10
ENSMUSG00000029670,919
ENSMUSG00000062980,5
ENSMUSG00000029671,3
ENSMUSG00000029672,1412
ENSMUSG00000068748,0
ENSMUSG00000029695,7
ENSMUSG00000029697,0
ENSMUSG00000017978,0
ENSMUSG00000051956,0
ENSMUSG00000078179,0
ENSMUSG00000043865,0
ENSMUSG00000029700,0
ENSMUSG00000046192,2
ENSMUSG00000023089,1131
ENSMUSG00000029685,3
ENSMUSG00000029683,0
ENSMUSG00000029684,2856
ENSMUSG00000029679,0
ENSMUSG00000029680,1
ENSMUSG00000029682,0
ENSMUSG00000029678,0
ENSMUSG00000048022,0
ENSMUSG00000039904,100
ENSMUSG00000029676,1233
ENSMUSG00000106799,0
ENSMUSG00000024211,33
ENSMUSG00000043340,25
ENSMUSG00000039841,601
ENSMUSG00000029708,660
ENSMUSG00000020440,1778
ENSMUSG00000029707,3
ENSMUSG00000029706,0
ENSMUSG00000001424,7894
ENSMUSG00000049939,2
ENSMUSG00000092090,11
ENSMUSG00000059201,0
ENSMUSG00000029701,3292
ENSMUSG00000079654,0
ENSMUSG00000003500,554
ENSMUSG00000043421,216
ENSMUSG00000079652,9
ENSMUSG00000039742,35
ENSMUSG00000090692,0
ENSMUSG00000029767,10608
ENSMUSG00000058831,1
ENSMUSG00000029769,336
ENSMUSG00000068699,11
ENSMUSG00000004285,1920
ENSMUSG00000090685,1
ENSMUSG00000059022,5
ENSMUSG00000097137,0
ENSMUSG00000029771,4
ENSMUSG00000012535,3771
ENSMUSG00000001763,2
ENSMUSG00000001761,2456
ENSMUSG00000029772,1425
ENSMUSG00000039629,1
ENSMUSG00000058440,1075
ENSMUSG00000103108,0
ENSMUSG00000039159,2085
ENSMUSG00000084861,0
ENSMUSG00000039130,1316
ENSMUSG00000029775,3922
ENSMUSG00000085470,0
ENSMUSG00000029782,1682
ENSMUSG00000029784,2
ENSMUSG00000071553,1
ENSMUSG00000039070,0
ENSMUSG00000086854,0
ENSMUSG00000029788,0
ENSMUSG00000054446,0
ENSMUSG00000029790,317
ENSMUSG00000086542,0
ENSMUSG00000051855,297
ENSMUSG00000107825,1
ENSMUSG00000025607,3689
ENSMUSG00000085321,0
ENSMUSG00000039032,0
ENSMUSG00000073209,0
ENSMUSG00000097998,0
ENSMUSG00000044471,16
ENSMUSG00000087312,1
ENSMUSG00000087380,239
ENSMUSG00000086931,0
ENSMUSG00000086212,24
ENSMUSG00000086855,3
ENSMUSG00000025609,3921
ENSMUSG00000025608,0
ENSMUSG00000086732,0
ENSMUSG00000086804,5
ENSMUSG00000084973,0
ENSMUSG00000107010,0
ENSMUSG00000087379,0
ENSMUSG00000029766,0
ENSMUSG00000085616,0
ENSMUSG00000029765,16
ENSMUSG00000086720,0
ENSMUSG00000086675,0
ENSMUSG00000086763,0
ENSMUSG00000106873,0
ENSMUSG00000053768,4002
ENSMUSG00000085847,2
ENSMUSG00000029763,3391
ENSMUSG00000087441,0
ENSMUSG00000056215,43
ENSMUSG00000087356,1
ENSMUSG00000018999,1326
ENSMUSG00000087613,0
ENSMUSG00000086762,0
ENSMUSG00000001642,3436
ENSMUSG00000029762,1289
ENSMUSG00000061758,668
ENSMUSG00000052131,4
ENSMUSG00000038871,963
ENSMUSG00000085187,0
ENSMUSG00000029761,3931
ENSMUSG00000085382,0
ENSMUSG00000060411,0
ENSMUSG00000086834,0
ENSMUSG00000038836,114
ENSMUSG00000057137,36
ENSMUSG00000046806,96
ENSMUSG00000058486,1206
ENSMUSG00000029848,0
ENSMUSG00000029847,8
ENSMUSG00000038784,892
ENSMUSG00000038759,8841
ENSMUSG00000073155,1783
ENSMUSG00000029843,0
ENSMUSG00000047420,2
ENSMUSG00000107341,0
ENSMUSG00000029840,9515
ENSMUSG00000107110,0
ENSMUSG00000073154,0
ENSMUSG00000045613,0
ENSMUSG00000029838,1
ENSMUSG00000038665,64
ENSMUSG00000029837,0
ENSMUSG00000038648,2550
ENSMUSG00000038641,0
ENSMUSG00000029833,1045
ENSMUSG00000029830,0
ENSMUSG00000038600,87
ENSMUSG00000029829,0
ENSMUSG00000063455,864
ENSMUSG00000047749,902
ENSMUSG00000029826,2787
ENSMUSG00000056832,265
ENSMUSG00000038538,2133
ENSMUSG00000019689,302
ENSMUSG00000029823,6991
ENSMUSG00000071537,56
ENSMUSG00000079598,2
ENSMUSG00000061436,886
ENSMUSG00000029925,0
ENSMUSG00000106737,0
ENSMUSG00000100121,0
ENSMUSG00000038507,368
ENSMUSG00000073144,2
ENSMUSG00000042599,607
ENSMUSG00000115026,5
ENSMUSG00000107365,0
ENSMUSG00000029924,1396
ENSMUSG00000029923,0
ENSMUSG00000029922,1653
ENSMUSG00000068601,7
ENSMUSG00000038456,1159
ENSMUSG00000085058,3
ENSMUSG00000046947,464
ENSMUSG00000086582,0
ENSMUSG00000002416,111
ENSMUSG00000002413,1663
ENSMUSG00000029918,552
ENSMUSG00000057716,0
ENSMUSG00000097406,0
ENSMUSG00000097563,0
ENSMUSG00000097484,0
ENSMUSG00000029916,999
ENSMUSG00000037172,329
ENSMUSG00000037159,0
ENSMUSG00000029911,1469
ENSMUSG00000052850,1
ENSMUSG00000037140,0
ENSMUSG00000029909,0
ENSMUSG00000068259,0
ENSMUSG00000045514,0
ENSMUSG00000029915,0
ENSMUSG00000058250,0
ENSMUSG00000068587,3
ENSMUSG00000102802,31
ENSMUSG00000029885,0
ENSMUSG00000076461,0
ENSMUSG00000051936,0
ENSMUSG00000029883,0
ENSMUSG00000063252,0
ENSMUSG00000101629,0
ENSMUSG00000094808,0
ENSMUSG00000096525,0
ENSMUSG00000029882,17
ENSMUSG00000076462,0
ENSMUSG00000076463,0
ENSMUSG00000103586,0
ENSMUSG00000107486,0
ENSMUSG00000076465,0
ENSMUSG00000103807,0
ENSMUSG00000102622,0
ENSMUSG00000103833,0
ENSMUSG00000102821,0
ENSMUSG00000104198,0
ENSMUSG00000091671,0
ENSMUSG00000102903,0
ENSMUSG00000095574,0
ENSMUSG00000076467,0
ENSMUSG00000094525,0
ENSMUSG00000076469,0
ENSMUSG00000102327,0
ENSMUSG00000076470,0
ENSMUSG00000076471,0
ENSMUSG00000076472,0
ENSMUSG00000076473,0
ENSMUSG00000076474,0
ENSMUSG00000102409,0
ENSMUSG00000076475,0
ENSMUSG00000076476,0
ENSMUSG00000076477,0
ENSMUSG00000102988,0
ENSMUSG00000076478,0
ENSMUSG00000102955,0
