Gene,M-5
ENSMUSG00000042367,0
ENSMUSG00000046623,0
ENSMUSG00000042357,0
ENSMUSG00000086138,0
ENSMUSG00000086771,0
ENSMUSG00000087470,0
ENSMUSG00000087510,0
ENSMUSG00000028813,0
ENSMUSG00000028804,0
ENSMUSG00000087459,0
ENSMUSG00000048686,0
ENSMUSG00000085717,0
ENSMUSG00000061894,116
ENSMUSG00000062545,0
ENSMUSG00000084891,0
ENSMUSG00000028796,1554
ENSMUSG00000028794,3
ENSMUSG00000028799,483
ENSMUSG00000085701,0
ENSMUSG00000041000,417
ENSMUSG00000028789,66
ENSMUSG00000085961,0
ENSMUSG00000028792,2720
ENSMUSG00000085085,9
ENSMUSG00000028793,285
ENSMUSG00000028786,0
ENSMUSG00000028785,2
ENSMUSG00000087416,0
ENSMUSG00000001334,1
ENSMUSG00000040928,1122
ENSMUSG00000028811,2692
ENSMUSG00000050390,1492
ENSMUSG00000087575,10
ENSMUSG00000001333,11
ENSMUSG00000057236,5475
ENSMUSG00000057572,469
ENSMUSG00000028807,14
ENSMUSG00000048485,0
ENSMUSG00000040859,437
ENSMUSG00000000411,3
ENSMUSG00000078554,0
ENSMUSG00000086336,0
ENSMUSG00000047945,1662
ENSMUSG00000028800,2499
ENSMUSG00000000409,18
ENSMUSG00000050493,0
ENSMUSG00000028798,2603
ENSMUSG00000028797,1454
ENSMUSG00000078552,29
ENSMUSG00000040795,163
ENSMUSG00000028795,48
ENSMUSG00000053841,2165
ENSMUSG00000003731,2143
ENSMUSG00000053730,102
ENSMUSG00000028790,5262
ENSMUSG00000028788,3430
ENSMUSG00000086369,0
ENSMUSG00000028784,2
ENSMUSG00000085389,1
ENSMUSG00000028782,0
ENSMUSG00000085517,1
ENSMUSG00000040690,524
ENSMUSG00000028779,492
ENSMUSG00000028778,0
ENSMUSG00000028776,78
ENSMUSG00000023120,0
ENSMUSG00000023232,0
ENSMUSG00000073752,0
ENSMUSG00000028773,10
ENSMUSG00000028772,854
ENSMUSG00000074088,1047
ENSMUSG00000078532,398
ENSMUSG00000028580,1868
ENSMUSG00000087449,3
ENSMUSG00000086548,0
ENSMUSG00000025743,823
ENSMUSG00000087451,0
ENSMUSG00000097224,0
ENSMUSG00000028581,5
ENSMUSG00000040533,0
ENSMUSG00000085804,0
ENSMUSG00000086262,0
ENSMUSG00000078531,0
ENSMUSG00000087171,0
ENSMUSG00000086856,0
ENSMUSG00000028909,14
ENSMUSG00000028910,479
ENSMUSG00000028911,354
ENSMUSG00000085667,22
ENSMUSG00000118394,0
ENSMUSG00000070720,0
ENSMUSG00000028906,2063
ENSMUSG00000084869,0
ENSMUSG00000070717,5
ENSMUSG00000050511,0
ENSMUSG00000040025,1824
ENSMUSG00000028901,470
ENSMUSG00000100813,0
ENSMUSG00000099937,0
ENSMUSG00000028899,442
ENSMUSG00000089687,0
ENSMUSG00000086290,278
ENSMUSG00000028898,361
ENSMUSG00000028896,1651
ENSMUSG00000085241,0
ENSMUSG00000091021,2
ENSMUSG00000066043,549
ENSMUSG00000066042,82
ENSMUSG00000028893,795
ENSMUSG00000086997,12
ENSMUSG00000054428,76
ENSMUSG00000087352,0
ENSMUSG00000054405,1851
ENSMUSG00000056529,0
ENSMUSG00000028886,952
ENSMUSG00000037752,86
ENSMUSG00000028885,120
ENSMUSG00000028884,1435
ENSMUSG00000037731,0
ENSMUSG00000028882,1503
ENSMUSG00000028879,1756
ENSMUSG00000028878,489
ENSMUSG00000028874,0
ENSMUSG00000037692,429
ENSMUSG00000028868,2695
ENSMUSG00000049649,1
ENSMUSG00000028865,0
ENSMUSG00000028862,161
ENSMUSG00000028860,8
ENSMUSG00000028857,795
ENSMUSG00000037622,695
ENSMUSG00000028854,619
ENSMUSG00000086850,0
ENSMUSG00000046694,16
ENSMUSG00000056596,142
ENSMUSG00000037600,1
ENSMUSG00000028851,3281
ENSMUSG00000037583,0
ENSMUSG00000028850,150
ENSMUSG00000028848,394
ENSMUSG00000047281,40
ENSMUSG00000037553,540
ENSMUSG00000043257,142
ENSMUSG00000007880,3553
ENSMUSG00000084789,0
ENSMUSG00000003644,336
ENSMUSG00000085009,0
ENSMUSG00000003038,5976
ENSMUSG00000012117,847
ENSMUSG00000050966,0
ENSMUSG00000087288,0
ENSMUSG00000049410,0
ENSMUSG00000012123,2
ENSMUSG00000000682,0
ENSMUSG00000012126,7
ENSMUSG00000028843,236
ENSMUSG00000037443,509
ENSMUSG00000073747,0
ENSMUSG00000048003,0
ENSMUSG00000028841,7
ENSMUSG00000028840,0
ENSMUSG00000086322,0
ENSMUSG00000108398,0
ENSMUSG00000050105,2
ENSMUSG00000050890,264
ENSMUSG00000028834,634
ENSMUSG00000028836,9
ENSMUSG00000028838,328
ENSMUSG00000037366,570
ENSMUSG00000087343,0
ENSMUSG00000028832,3636
ENSMUSG00000037348,695
ENSMUSG00000078521,289
ENSMUSG00000046671,1098
ENSMUSG00000050989,952
ENSMUSG00000037306,574
ENSMUSG00000037295,316
ENSMUSG00000028826,839
ENSMUSG00000028825,133
ENSMUSG00000028822,1159
ENSMUSG00000037266,2285
ENSMUSG00000028821,640
ENSMUSG00000086884,0
ENSMUSG00000070691,0
ENSMUSG00000084986,0
ENSMUSG00000037242,4940
ENSMUSG00000085002,0
ENSMUSG00000028809,4828
ENSMUSG00000043924,3
ENSMUSG00000059713,987
ENSMUSG00000087016,0
ENSMUSG00000028803,651
ENSMUSG00000028801,5
ENSMUSG00000037188,0
ENSMUSG00000086788,0
ENSMUSG00000062157,20
ENSMUSG00000037157,0
ENSMUSG00000037139,1
ENSMUSG00000028676,4507
ENSMUSG00000028675,1358
ENSMUSG00000062585,0
ENSMUSG00000028673,1523
ENSMUSG00000028672,504
ENSMUSG00000028671,319
ENSMUSG00000028670,983
ENSMUSG00000028669,477
ENSMUSG00000028668,997
ENSMUSG00000085714,0
ENSMUSG00000097995,0
ENSMUSG00000059291,8110
ENSMUSG00000007872,1353
ENSMUSG00000018983,437
ENSMUSG00000036995,16
ENSMUSG00000001604,80
ENSMUSG00000051351,261
ENSMUSG00000066037,3698
ENSMUSG00000098155,0
ENSMUSG00000070687,0
ENSMUSG00000066178,3
ENSMUSG00000001089,2122
ENSMUSG00000036940,2050
ENSMUSG00000036921,0
ENSMUSG00000070683,0
ENSMUSG00000028664,80
ENSMUSG00000036905,0
ENSMUSG00000036896,0
ENSMUSG00000036887,0
ENSMUSG00000028661,0
ENSMUSG00000060862,308
ENSMUSG00000085542,0
ENSMUSG00000087417,0
ENSMUSG00000085833,0
ENSMUSG00000036856,11
ENSMUSG00000006699,7232
ENSMUSG00000101493,3
ENSMUSG00000078520,0
ENSMUSG00000023433,0
ENSMUSG00000086845,0
ENSMUSG00000041399,0
ENSMUSG00000028763,5427
ENSMUSG00000094035,0
ENSMUSG00000043411,1849
ENSMUSG00000041351,185
ENSMUSG00000087476,0
ENSMUSG00000028766,0
ENSMUSG00000057530,9
ENSMUSG00000085823,2
ENSMUSG00000028760,3556
ENSMUSG00000084804,0
ENSMUSG00000078519,4
ENSMUSG00000028759,4084
ENSMUSG00000045349,32
ENSMUSG00000028758,2
ENSMUSG00000028757,3615
ENSMUSG00000028756,486
ENSMUSG00000028755,17
ENSMUSG00000078235,0
ENSMUSG00000046109,0
ENSMUSG00000041241,417
ENSMUSG00000046447,99
ENSMUSG00000028753,0
ENSMUSG00000043621,0
ENSMUSG00000028750,0
ENSMUSG00000028749,0
ENSMUSG00000041202,0
ENSMUSG00000041193,22
ENSMUSG00000078518,0
ENSMUSG00000028751,1220
ENSMUSG00000041161,204
ENSMUSG00000070661,0
ENSMUSG00000041143,197
ENSMUSG00000028747,0
ENSMUSG00000110296,0
ENSMUSG00000041120,1
ENSMUSG00000050608,1608
ENSMUSG00000073739,1
ENSMUSG00000028745,4054
ENSMUSG00000028744,163
ENSMUSG00000028743,421
ENSMUSG00000028741,1224
ENSMUSG00000078517,892
ENSMUSG00000066036,5804
ENSMUSG00000041025,1122
ENSMUSG00000028737,576
ENSMUSG00000028738,0
ENSMUSG00000028736,0
ENSMUSG00000087646,0
ENSMUSG00000087628,0
ENSMUSG00000085928,0
ENSMUSG00000078234,0
ENSMUSG00000040972,1
ENSMUSG00000085968,0
ENSMUSG00000086164,0
ENSMUSG00000087084,0
ENSMUSG00000086960,0
ENSMUSG00000086437,0
ENSMUSG00000085047,0
ENSMUSG00000040964,1269
ENSMUSG00000086159,0
ENSMUSG00000040945,20587
ENSMUSG00000040935,2
ENSMUSG00000025330,2
ENSMUSG00000025328,4
ENSMUSG00000085918,0
ENSMUSG00000025329,0
ENSMUSG00000087045,0
ENSMUSG00000028927,672
ENSMUSG00000087698,0
ENSMUSG00000009863,8674
ENSMUSG00000036622,7348
ENSMUSG00000060572,13
ENSMUSG00000040860,1255
ENSMUSG00000028923,2735
ENSMUSG00000045004,7
ENSMUSG00000040842,5159
ENSMUSG00000097620,9
ENSMUSG00000028920,2768
ENSMUSG00000073733,78
ENSMUSG00000028919,182
ENSMUSG00000085774,1
ENSMUSG00000085395,3
ENSMUSG00000006445,74
ENSMUSG00000085836,0
ENSMUSG00000006218,1
ENSMUSG00000033770,2
ENSMUSG00000086061,0
ENSMUSG00000006216,0
ENSMUSG00000006221,11
ENSMUSG00000070637,0
ENSMUSG00000006215,1839
ENSMUSG00000040761,3657
ENSMUSG00000006219,12
ENSMUSG00000043085,2
ENSMUSG00000073731,0
ENSMUSG00000040740,15
ENSMUSG00000028917,4235
ENSMUSG00000078515,953
ENSMUSG00000040715,0
ENSMUSG00000040706,0
ENSMUSG00000040697,903
ENSMUSG00000028914,396
ENSMUSG00000058579,0
ENSMUSG00000062478,0
ENSMUSG00000086818,0
ENSMUSG00000040659,881
ENSMUSG00000100396,0
ENSMUSG00000085922,0
ENSMUSG00000051435,1
ENSMUSG00000085424,0
ENSMUSG00000085761,64
ENSMUSG00000040616,879
ENSMUSG00000085574,0
ENSMUSG00000073728,14
ENSMUSG00000040606,374
ENSMUSG00000087525,0
ENSMUSG00000085816,0
ENSMUSG00000110067,0
ENSMUSG00000057637,806
ENSMUSG00000028583,365
ENSMUSG00000028584,0
ENSMUSG00000041805,0
ENSMUSG00000046862,458
ENSMUSG00000047799,0
ENSMUSG00000095409,0
ENSMUSG00000070616,0
ENSMUSG00000070618,2
ENSMUSG00000096154,0
ENSMUSG00000066688,0
ENSMUSG00000078513,0
ENSMUSG00000070617,0
ENSMUSG00000046435,1
ENSMUSG00000066031,0
ENSMUSG00000059218,0
ENSMUSG00000029451,0
ENSMUSG00000078512,0
ENSMUSG00000078511,0
ENSMUSG00000078510,0
ENSMUSG00000078509,0
ENSMUSG00000073724,0
ENSMUSG00000073723,0
ENSMUSG00000050810,0
ENSMUSG00000066030,0
ENSMUSG00000046262,0
ENSMUSG00000036749,0
ENSMUSG00000078508,0
ENSMUSG00000070619,0
ENSMUSG00000073721,0
ENSMUSG00000028591,0
ENSMUSG00000028590,0
ENSMUSG00000028589,0
ENSMUSG00000095213,0
ENSMUSG00000078507,0
ENSMUSG00000028593,0
ENSMUSG00000078506,0
ENSMUSG00000070609,0
ENSMUSG00000078505,0
ENSMUSG00000041735,0
ENSMUSG00000078504,0
ENSMUSG00000066026,43
ENSMUSG00000020220,980
ENSMUSG00000028599,4
ENSMUSG00000028602,0
ENSMUSG00000085101,108
ENSMUSG00000078503,1
ENSMUSG00000078502,4
ENSMUSG00000058186,1
ENSMUSG00000087513,0
ENSMUSG00000078500,1
ENSMUSG00000066009,0
ENSMUSG00000066007,1
ENSMUSG00000086654,0
ENSMUSG00000085525,0
ENSMUSG00000070605,42
ENSMUSG00000056300,0
ENSMUSG00000086046,0
ENSMUSG00000063245,5
ENSMUSG00000045699,0
ENSMUSG00000086147,0
ENSMUSG00000067919,0
ENSMUSG00000093617,0
ENSMUSG00000067916,345
ENSMUSG00000078498,0
ENSMUSG00000078497,4
ENSMUSG00000078496,1
ENSMUSG00000065999,0
ENSMUSG00000066000,124
ENSMUSG00000086130,1
ENSMUSG00000062518,0
ENSMUSG00000078495,296
ENSMUSG00000093594,7
ENSMUSG00000059423,178
ENSMUSG00000029022,547
ENSMUSG00000070583,52
ENSMUSG00000029020,1896
ENSMUSG00000019055,1878
ENSMUSG00000044496,1403
ENSMUSG00000029019,276
ENSMUSG00000041616,0
ENSMUSG00000086806,4
ENSMUSG00000029016,760
ENSMUSG00000029009,766
ENSMUSG00000078494,0
ENSMUSG00000029007,313
ENSMUSG00000029005,18
ENSMUSG00000029003,210
ENSMUSG00000055401,322
ENSMUSG00000029001,689
ENSMUSG00000041556,415
ENSMUSG00000041544,2
ENSMUSG00000087027,0
ENSMUSG00000086326,0
ENSMUSG00000047719,358
ENSMUSG00000028991,1610
ENSMUSG00000028989,1
ENSMUSG00000017264,1954
ENSMUSG00000087217,0
ENSMUSG00000006442,1954
ENSMUSG00000028979,1
ENSMUSG00000041459,7568
ENSMUSG00000070577,12
ENSMUSG00000087273,0
ENSMUSG00000028977,32
ENSMUSG00000086766,0
ENSMUSG00000086606,7
ENSMUSG00000086740,0
ENSMUSG00000028975,183
ENSMUSG00000028974,565
ENSMUSG00000028971,103
ENSMUSG00000073705,305
ENSMUSG00000028961,4778
ENSMUSG00000063077,1966
ENSMUSG00000028960,1590
ENSMUSG00000085286,8
ENSMUSG00000085807,1
ENSMUSG00000085819,5
ENSMUSG00000028996,0
ENSMUSG00000028992,130
ENSMUSG00000087198,0
ENSMUSG00000028990,492
ENSMUSG00000028988,130
ENSMUSG00000086949,0
ENSMUSG00000039953,3070
ENSMUSG00000039936,566
ENSMUSG00000044700,833
ENSMUSG00000028982,199
ENSMUSG00000085403,2
ENSMUSG00000085368,0
ENSMUSG00000084807,0
ENSMUSG00000039911,131
ENSMUSG00000086767,1
ENSMUSG00000028980,781
ENSMUSG00000086665,0
ENSMUSG00000047875,121
ENSMUSG00000087094,36
ENSMUSG00000028976,907
ENSMUSG00000062064,0
ENSMUSG00000028972,827
ENSMUSG00000063524,64520
ENSMUSG00000039852,2351
ENSMUSG00000085213,4
ENSMUSG00000039838,1
ENSMUSG00000085869,0
ENSMUSG00000085097,0
ENSMUSG00000078492,0
ENSMUSG00000028967,289
ENSMUSG00000028964,2599
ENSMUSG00000028965,0
ENSMUSG00000014592,230
ENSMUSG00000028963,0
ENSMUSG00000028957,70
ENSMUSG00000028955,1406
ENSMUSG00000078491,0
ENSMUSG00000085593,0
ENSMUSG00000039768,1694
ENSMUSG00000039759,179
ENSMUSG00000047777,380
ENSMUSG00000073700,1973
ENSMUSG00000028952,180
ENSMUSG00000028950,5
ENSMUSG00000028948,1107
ENSMUSG00000039713,543
ENSMUSG00000024793,25
ENSMUSG00000028943,426
ENSMUSG00000028940,0
ENSMUSG00000028937,1987
ENSMUSG00000085724,0
ENSMUSG00000042804,28
ENSMUSG00000028946,0
ENSMUSG00000039662,1106
ENSMUSG00000058498,51
ENSMUSG00000028936,3564
ENSMUSG00000005045,50
ENSMUSG00000085179,0
ENSMUSG00000028931,2510
ENSMUSG00000090057,1
ENSMUSG00000039577,144
ENSMUSG00000073699,0
ENSMUSG00000085648,0
ENSMUSG00000087454,0
ENSMUSG00000039546,0
ENSMUSG00000085390,0
ENSMUSG00000086272,0
ENSMUSG00000047613,416
ENSMUSG00000029027,91
ENSMUSG00000039523,779
ENSMUSG00000029028,958
ENSMUSG00000078350,48
ENSMUSG00000039492,0
ENSMUSG00000029026,0
ENSMUSG00000087071,0
ENSMUSG00000029029,286
ENSMUSG00000029030,907
ENSMUSG00000057751,790
ENSMUSG00000029032,6
ENSMUSG00000039410,2733
ENSMUSG00000097871,0
ENSMUSG00000086565,0
ENSMUSG00000084987,0
ENSMUSG00000085069,0
ENSMUSG00000098424,0
ENSMUSG00000086810,8
ENSMUSG00000051276,0
ENSMUSG00000046637,0
ENSMUSG00000087437,0
ENSMUSG00000058183,2
ENSMUSG00000029059,0
ENSMUSG00000042333,2
ENSMUSG00000092483,0
ENSMUSG00000048001,0
ENSMUSG00000029056,393
ENSMUSG00000029055,11
ENSMUSG00000073686,0
ENSMUSG00000029047,186
ENSMUSG00000029048,1790
ENSMUSG00000029049,43
ENSMUSG00000029050,2393
ENSMUSG00000073684,359
ENSMUSG00000029053,137
ENSMUSG00000098729,0
ENSMUSG00000029054,3
ENSMUSG00000084803,6
ENSMUSG00000078490,385
ENSMUSG00000023153,10
ENSMUSG00000029064,16779
ENSMUSG00000029063,2404
ENSMUSG00000042202,412
ENSMUSG00000086682,8
ENSMUSG00000073682,1
ENSMUSG00000085063,2
ENSMUSG00000029062,1643
ENSMUSG00000029061,3
ENSMUSG00000029060,401
ENSMUSG00000074738,152
ENSMUSG00000029038,1378
ENSMUSG00000096221,11
ENSMUSG00000084845,8
ENSMUSG00000029036,1628
ENSMUSG00000054514,6
ENSMUSG00000042116,1
ENSMUSG00000073680,6
ENSMUSG00000078487,0
ENSMUSG00000029066,1295
ENSMUSG00000029068,1523
ENSMUSG00000065990,883
ENSMUSG00000073679,1
ENSMUSG00000029070,298
ENSMUSG00000029071,895
ENSMUSG00000029072,5
ENSMUSG00000029073,256
ENSMUSG00000029034,647
ENSMUSG00000051557,97
ENSMUSG00000029033,577
ENSMUSG00000023286,1395
ENSMUSG00000023571,19
ENSMUSG00000050796,183
ENSMUSG00000029076,2046
ENSMUSG00000029075,8
ENSMUSG00000087381,3
ENSMUSG00000041954,2
ENSMUSG00000029074,0
ENSMUSG00000086549,0
ENSMUSG00000059939,565
ENSMUSG00000110404,26
ENSMUSG00000041936,2584
ENSMUSG00000035692,96
ENSMUSG00000078349,47
ENSMUSG00000078486,26
ENSMUSG00000078485,373
ENSMUSG00000095567,3201
ENSMUSG00000096351,14
ENSMUSG00000111895,0
ENSMUSG00000057021,0
ENSMUSG00000106658,0
ENSMUSG00000040274,293
ENSMUSG00000106588,0
ENSMUSG00000105534,0
ENSMUSG00000058503,718
ENSMUSG00000105656,1
ENSMUSG00000008307,111
ENSMUSG00000040302,148
ENSMUSG00000104891,11
ENSMUSG00000005907,434
ENSMUSG00000105130,0
ENSMUSG00000104950,6
ENSMUSG00000007415,2817
ENSMUSG00000014529,0
ENSMUSG00000040351,2168
ENSMUSG00000000600,955
ENSMUSG00000040367,3
ENSMUSG00000040429,83
ENSMUSG00000040407,1455
ENSMUSG00000106535,27
ENSMUSG00000001467,4639
ENSMUSG00000053178,42
ENSMUSG00000044674,460
ENSMUSG00000105560,0
ENSMUSG00000028926,339
ENSMUSG00000106212,0
ENSMUSG00000105062,0
ENSMUSG00000106472,0
ENSMUSG00000106054,0
ENSMUSG00000105287,0
ENSMUSG00000105864,0
ENSMUSG00000106202,0
ENSMUSG00000104867,0
ENSMUSG00000079666,0
ENSMUSG00000046798,1459
ENSMUSG00000040464,1042
ENSMUSG00000073234,0
ENSMUSG00000040473,18
ENSMUSG00000015653,729
ENSMUSG00000015652,131
ENSMUSG00000106064,0
ENSMUSG00000092094,0
ENSMUSG00000040514,0
ENSMUSG00000105068,0
ENSMUSG00000012428,0
ENSMUSG00000086528,0
ENSMUSG00000003161,1570
ENSMUSG00000040537,46
ENSMUSG00000002297,2470
ENSMUSG00000054099,542
ENSMUSG00000040570,99
ENSMUSG00000040584,1
ENSMUSG00000097279,0
ENSMUSG00000028970,445
ENSMUSG00000042476,5
ENSMUSG00000003623,1054
ENSMUSG00000084923,0
ENSMUSG00000114430,0
ENSMUSG00000079659,187
ENSMUSG00000042508,1081
ENSMUSG00000089926,0
ENSMUSG00000056004,331
ENSMUSG00000003974,0
ENSMUSG00000073226,0
ENSMUSG00000069355,2
ENSMUSG00000105157,0
ENSMUSG00000091422,0
ENSMUSG00000106652,0
ENSMUSG00000095710,0
ENSMUSG00000091933,0
ENSMUSG00000105978,0
ENSMUSG00000106506,0
ENSMUSG00000094025,0
ENSMUSG00000104982,0
ENSMUSG00000095918,0
ENSMUSG00000104811,2
ENSMUSG00000096846,0
ENSMUSG00000106148,0
ENSMUSG00000095829,0
ENSMUSG00000106034,0
ENSMUSG00000096732,0
ENSMUSG00000105688,0
ENSMUSG00000095296,0
ENSMUSG00000104789,0
ENSMUSG00000091903,0
ENSMUSG00000105299,0
ENSMUSG00000094105,0
ENSMUSG00000099391,0
ENSMUSG00000094205,0
ENSMUSG00000105479,0
ENSMUSG00000094036,0
ENSMUSG00000106026,0
ENSMUSG00000067848,0
ENSMUSG00000099516,0
ENSMUSG00000104941,0
ENSMUSG00000040254,15
ENSMUSG00000028883,1
ENSMUSG00000104638,0
ENSMUSG00000067855,0
ENSMUSG00000063531,29
ENSMUSG00000085352,0
ENSMUSG00000061601,8
ENSMUSG00000097976,0
ENSMUSG00000098233,0
ENSMUSG00000033219,0
ENSMUSG00000091255,0
ENSMUSG00000072188,0
ENSMUSG00000091897,0
ENSMUSG00000106004,0
ENSMUSG00000099762,0
ENSMUSG00000094230,0
ENSMUSG00000106445,0
ENSMUSG00000105300,0
ENSMUSG00000096878,0
ENSMUSG00000070933,0
ENSMUSG00000069720,0
ENSMUSG00000089871,0
ENSMUSG00000073208,0
ENSMUSG00000105185,0
ENSMUSG00000096936,0
ENSMUSG00000040118,0
ENSMUSG00000104886,0
ENSMUSG00000028864,0
ENSMUSG00000109903,0
ENSMUSG00000099854,0
ENSMUSG00000091827,0
ENSMUSG00000058643,0
ENSMUSG00000028780,123
ENSMUSG00000002944,0
ENSMUSG00000028777,0
ENSMUSG00000057614,0
ENSMUSG00000104718,0
ENSMUSG00000097626,17
ENSMUSG00000040003,111
ENSMUSG00000073174,0
ENSMUSG00000039987,384
ENSMUSG00000045435,353
ENSMUSG00000039968,603
ENSMUSG00000101013,1
ENSMUSG00000028771,688
ENSMUSG00000039934,1
ENSMUSG00000064280,0
ENSMUSG00000039899,0
ENSMUSG00000047221,186
ENSMUSG00000048520,0
ENSMUSG00000039883,2
ENSMUSG00000038525,811
ENSMUSG00000044968,146
ENSMUSG00000029017,2634
ENSMUSG00000029014,2192
ENSMUSG00000028932,3485
ENSMUSG00000029015,0
ENSMUSG00000042453,2
ENSMUSG00000073152,0
ENSMUSG00000090226,0
ENSMUSG00000105106,0
ENSMUSG00000029012,660
ENSMUSG00000097207,23
ENSMUSG00000105076,3
ENSMUSG00000106379,2
ENSMUSG00000104866,0
ENSMUSG00000105254,0
ENSMUSG00000073147,195
ENSMUSG00000106269,0
ENSMUSG00000029004,1768
ENSMUSG00000062604,2054
ENSMUSG00000105565,36
ENSMUSG00000105987,12356
ENSMUSG00000057541,674
ENSMUSG00000028999,695
ENSMUSG00000028998,505
ENSMUSG00000097180,178
ENSMUSG00000028995,771
ENSMUSG00000028986,978
ENSMUSG00000048439,353
ENSMUSG00000038319,28
ENSMUSG00000086729,0
ENSMUSG00000028978,10
ENSMUSG00000086769,0
ENSMUSG00000038295,11
ENSMUSG00000028973,1365
ENSMUSG00000038276,19
ENSMUSG00000028969,800
ENSMUSG00000028962,1880
ENSMUSG00000028959,1307
ENSMUSG00000028958,116
ENSMUSG00000105858,2
ENSMUSG00000023353,1091
ENSMUSG00000067724,26
ENSMUSG00000038204,30
ENSMUSG00000038199,2
ENSMUSG00000028953,4085
ENSMUSG00000038181,653
ENSMUSG00000028949,147
ENSMUSG00000028954,768
ENSMUSG00000097275,6
ENSMUSG00000055235,1
ENSMUSG00000038135,4
ENSMUSG00000028945,2571
ENSMUSG00000028944,492
ENSMUSG00000087314,1
ENSMUSG00000086446,4
ENSMUSG00000059631,2
ENSMUSG00000043833,17
ENSMUSG00000028938,0
ENSMUSG00000038072,503
ENSMUSG00000054116,0
ENSMUSG00000038056,1005
ENSMUSG00000038044,0
ENSMUSG00000101856,23
ENSMUSG00000059244,0
ENSMUSG00000106144,0
ENSMUSG00000028933,471
ENSMUSG00000056367,150
ENSMUSG00000105052,0
ENSMUSG00000104824,0
ENSMUSG00000095550,0
ENSMUSG00000106627,0
ENSMUSG00000096045,0
ENSMUSG00000091049,0
ENSMUSG00000067700,0
ENSMUSG00000073119,0
ENSMUSG00000073117,0
ENSMUSG00000073116,0
ENSMUSG00000051940,0
ENSMUSG00000067698,0
ENSMUSG00000059645,0
ENSMUSG00000029044,0
ENSMUSG00000061576,0
ENSMUSG00000048703,0
ENSMUSG00000086505,0
ENSMUSG00000002221,1716
ENSMUSG00000039106,0
ENSMUSG00000097673,1
ENSMUSG00000045294,5822
ENSMUSG00000039095,0
ENSMUSG00000044681,0
ENSMUSG00000048271,2394
ENSMUSG00000002633,0
ENSMUSG00000097726,0
ENSMUSG00000029130,45
ENSMUSG00000010721,397
ENSMUSG00000097561,3
ENSMUSG00000001569,1177
ENSMUSG00000001566,0
ENSMUSG00000039000,2605
ENSMUSG00000053121,0
ENSMUSG00000029131,2347
ENSMUSG00000105437,0
ENSMUSG00000105439,0
ENSMUSG00000025746,0
ENSMUSG00000025747,1560
ENSMUSG00000104667,0
ENSMUSG00000086815,1
ENSMUSG00000044576,34
ENSMUSG00000025745,4975
ENSMUSG00000059447,3035
ENSMUSG00000067642,0
ENSMUSG00000075703,1447
ENSMUSG00000073102,4
ENSMUSG00000106311,1
ENSMUSG00000062372,1
ENSMUSG00000029182,0
ENSMUSG00000053194,0
ENSMUSG00000106300,0
ENSMUSG00000053214,0
ENSMUSG00000049265,0
ENSMUSG00000029175,803
ENSMUSG00000029177,2282
ENSMUSG00000029168,10
ENSMUSG00000106173,0
ENSMUSG00000029166,201
ENSMUSG00000106229,1
ENSMUSG00000087258,0
ENSMUSG00000038828,1301
ENSMUSG00000029165,169
ENSMUSG00000038803,84
ENSMUSG00000029163,1363
ENSMUSG00000029162,55
ENSMUSG00000029161,4
ENSMUSG00000045302,2033
ENSMUSG00000006642,0
ENSMUSG00000006641,290
ENSMUSG00000013622,385
ENSMUSG00000013629,4536
ENSMUSG00000029151,0
ENSMUSG00000053856,0
ENSMUSG00000062077,0
ENSMUSG00000107265,0
ENSMUSG00000038676,0
ENSMUSG00000107283,717
ENSMUSG00000106864,3027
ENSMUSG00000029145,709
ENSMUSG00000029146,2204
ENSMUSG00000043059,388
ENSMUSG00000029147,5337
ENSMUSG00000055424,1
ENSMUSG00000029148,1524
ENSMUSG00000029149,19
ENSMUSG00000038564,935
ENSMUSG00000038552,144
ENSMUSG00000059434,0
ENSMUSG00000062761,787
ENSMUSG00000029138,1
ENSMUSG00000107142,0
ENSMUSG00000064037,950
ENSMUSG00000053134,493
ENSMUSG00000029141,679
ENSMUSG00000107352,57
ENSMUSG00000107355,21
ENSMUSG00000106918,836
ENSMUSG00000029136,60
ENSMUSG00000052139,723
ENSMUSG00000106894,1
ENSMUSG00000029135,399
ENSMUSG00000029134,7
ENSMUSG00000107078,0
ENSMUSG00000107036,0
ENSMUSG00000014956,6389
ENSMUSG00000085234,4
ENSMUSG00000014932,764
ENSMUSG00000023452,890
ENSMUSG00000105647,0
ENSMUSG00000054280,985
ENSMUSG00000037426,1078
ENSMUSG00000018965,4011
ENSMUSG00000011034,0
ENSMUSG00000037379,0
ENSMUSG00000037373,4722
ENSMUSG00000092275,0
ENSMUSG00000079562,2346
ENSMUSG00000037355,351
ENSMUSG00000029112,0
ENSMUSG00000107248,0
ENSMUSG00000037339,730
ENSMUSG00000097271,0
ENSMUSG00000004642,2090
ENSMUSG00000019295,543
ENSMUSG00000037313,2560
ENSMUSG00000054252,128
ENSMUSG00000005299,2078
ENSMUSG00000057406,6154
ENSMUSG00000029111,792
ENSMUSG00000107043,0
ENSMUSG00000106688,0
ENSMUSG00000070858,66
ENSMUSG00000048142,17
ENSMUSG00000045102,13
ENSMUSG00000106902,0
ENSMUSG00000079555,913
ENSMUSG00000037235,634
ENSMUSG00000106702,0
ENSMUSG00000037224,8
ENSMUSG00000086291,3
ENSMUSG00000106888,0
ENSMUSG00000109572,0
