Gene,HE-6
ENSMUSG00000033268,70
ENSMUSG00000033256,121
ENSMUSG00000027219,0
ENSMUSG00000079071,0
ENSMUSG00000027199,1
ENSMUSG00000074876,157
ENSMUSG00000033213,5
ENSMUSG00000005802,863
ENSMUSG00000087017,0
ENSMUSG00000085633,1
ENSMUSG00000005804,642
ENSMUSG00000005803,1
ENSMUSG00000027200,186
ENSMUSG00000085496,0
ENSMUSG00000086954,0
ENSMUSG00000087450,0
ENSMUSG00000035183,3022
ENSMUSG00000027201,3409
ENSMUSG00000087056,0
ENSMUSG00000074872,0
ENSMUSG00000027202,0
ENSMUSG00000086416,0
ENSMUSG00000027203,2032
ENSMUSG00000085797,0
ENSMUSG00000087682,0
ENSMUSG00000027204,2
ENSMUSG00000053615,0
ENSMUSG00000068394,733
ENSMUSG00000035109,1328
ENSMUSG00000091337,1151
ENSMUSG00000035093,1423
ENSMUSG00000027206,4091
ENSMUSG00000027207,1198
ENSMUSG00000027209,3
ENSMUSG00000027208,12
ENSMUSG00000023330,164
ENSMUSG00000090353,0
ENSMUSG00000060131,1
ENSMUSG00000027359,0
ENSMUSG00000027360,12
ENSMUSG00000027361,880
ENSMUSG00000098024,4
ENSMUSG00000027363,2202
ENSMUSG00000027364,4
ENSMUSG00000027365,2693
ENSMUSG00000027366,1530
ENSMUSG00000001998,797
ENSMUSG00000001999,840
ENSMUSG00000034906,2464
ENSMUSG00000074825,320
ENSMUSG00000044145,7
ENSMUSG00000003660,5759
ENSMUSG00000003662,1023
ENSMUSG00000034850,1390
ENSMUSG00000027367,3040
ENSMUSG00000027368,197
ENSMUSG00000050468,1
ENSMUSG00000058620,0
ENSMUSG00000046338,3
ENSMUSG00000027371,59
ENSMUSG00000079056,3
ENSMUSG00000027376,1
ENSMUSG00000034800,69
ENSMUSG00000027374,1078
ENSMUSG00000027375,280
ENSMUSG00000087162,0
ENSMUSG00000027377,0
ENSMUSG00000027378,880
ENSMUSG00000051319,264
ENSMUSG00000027379,2917
ENSMUSG00000027380,3
ENSMUSG00000027381,259
ENSMUSG00000074813,154
ENSMUSG00000085750,0
ENSMUSG00000086879,0
ENSMUSG00000079053,8
ENSMUSG00000114963,0
ENSMUSG00000074812,0
ENSMUSG00000109931,2
ENSMUSG00000014355,6717
ENSMUSG00000014361,105
ENSMUSG00000085036,0
ENSMUSG00000014353,1661
ENSMUSG00000027386,0
ENSMUSG00000027387,279
ENSMUSG00000087267,0
ENSMUSG00000074807,54
ENSMUSG00000042851,107
ENSMUSG00000090248,3
ENSMUSG00000079051,6
ENSMUSG00000087151,2
ENSMUSG00000027394,432
ENSMUSG00000027395,2103
ENSMUSG00000037938,281
ENSMUSG00000084826,2
ENSMUSG00000086652,0
ENSMUSG00000027397,1612
ENSMUSG00000087528,60
ENSMUSG00000056738,0
ENSMUSG00000085485,0
ENSMUSG00000048327,1838
ENSMUSG00000085498,4
ENSMUSG00000027399,0
ENSMUSG00000027398,0
ENSMUSG00000074805,0
ENSMUSG00000043727,0
ENSMUSG00000086637,0
ENSMUSG00000087015,0
ENSMUSG00000037902,3870
ENSMUSG00000027400,0
ENSMUSG00000037885,857
ENSMUSG00000100255,1
ENSMUSG00000027401,0
ENSMUSG00000027403,0
ENSMUSG00000027404,4853
ENSMUSG00000060332,0
ENSMUSG00000027405,9629
ENSMUSG00000027406,1887
ENSMUSG00000053552,31
ENSMUSG00000027408,17
ENSMUSG00000027409,1
ENSMUSG00000049692,4
ENSMUSG00000037773,426
ENSMUSG00000027411,1378
ENSMUSG00000027303,1853
ENSMUSG00000060029,15
ENSMUSG00000037740,993
ENSMUSG00000027301,0
ENSMUSG00000037727,0
ENSMUSG00000027300,409
ENSMUSG00000079043,73
ENSMUSG00000037703,453
ENSMUSG00000068290,1153
ENSMUSG00000074797,1655
ENSMUSG00000074796,6
ENSMUSG00000027309,751
ENSMUSG00000085566,130
ENSMUSG00000027312,1848
ENSMUSG00000027316,22
ENSMUSG00000027318,11
ENSMUSG00000027322,20
ENSMUSG00000074793,127
ENSMUSG00000079039,1
ENSMUSG00000027327,747
ENSMUSG00000087405,1
ENSMUSG00000027329,76
ENSMUSG00000068267,4147
ENSMUSG00000027330,1568
ENSMUSG00000068264,161
ENSMUSG00000037523,770
ENSMUSG00000037514,770
ENSMUSG00000048911,224
ENSMUSG00000086329,0
ENSMUSG00000027333,510
ENSMUSG00000027335,0
ENSMUSG00000087524,0
ENSMUSG00000086831,0
ENSMUSG00000086822,0
ENSMUSG00000037482,0
ENSMUSG00000079037,600
ENSMUSG00000027338,3
ENSMUSG00000027339,427
ENSMUSG00000027340,1506
ENSMUSG00000086756,0
ENSMUSG00000027341,847
ENSMUSG00000027342,9896
ENSMUSG00000087377,9
ENSMUSG00000058793,2251
ENSMUSG00000050558,0
ENSMUSG00000027345,0
ENSMUSG00000086250,0
ENSMUSG00000086379,0
ENSMUSG00000027346,699
ENSMUSG00000074783,0
ENSMUSG00000044991,48
ENSMUSG00000084839,1
ENSMUSG00000027350,0
ENSMUSG00000037376,1615
ENSMUSG00000027353,794
ENSMUSG00000086575,5
ENSMUSG00000027357,863
ENSMUSG00000043110,0
ENSMUSG00000027356,0
ENSMUSG00000086478,0
ENSMUSG00000086650,0
ENSMUSG00000087585,0
ENSMUSG00000027358,0
ENSMUSG00000027261,2
ENSMUSG00000034723,938
ENSMUSG00000051177,50
ENSMUSG00000085247,0
ENSMUSG00000085631,0
ENSMUSG00000084762,6
ENSMUSG00000039943,1060
ENSMUSG00000085908,0
ENSMUSG00000085709,0
ENSMUSG00000086928,0
ENSMUSG00000027270,0
ENSMUSG00000039913,0
ENSMUSG00000085383,0
ENSMUSG00000074771,5
ENSMUSG00000027273,0
ENSMUSG00000027274,135
ENSMUSG00000115423,0
ENSMUSG00000116563,0
ENSMUSG00000027281,275
ENSMUSG00000027276,644
ENSMUSG00000099683,0
ENSMUSG00000085504,0
ENSMUSG00000085640,0
ENSMUSG00000086214,0
ENSMUSG00000062098,1354
ENSMUSG00000085911,0
ENSMUSG00000085071,0
ENSMUSG00000039092,0
ENSMUSG00000074766,1
ENSMUSG00000039033,294
ENSMUSG00000045624,1281
ENSMUSG00000078197,2
ENSMUSG00000027384,419
ENSMUSG00000074764,0
ENSMUSG00000068205,212
ENSMUSG00000051379,227
ENSMUSG00000074763,0
ENSMUSG00000086450,0
ENSMUSG00000038844,1031
ENSMUSG00000086504,0
ENSMUSG00000008333,1554
ENSMUSG00000027416,2
ENSMUSG00000086171,0
ENSMUSG00000027419,0
ENSMUSG00000087115,0
ENSMUSG00000027420,0
ENSMUSG00000015932,4367
ENSMUSG00000027422,5066
ENSMUSG00000037307,0
ENSMUSG00000086384,0
ENSMUSG00000074758,1
ENSMUSG00000085127,0
ENSMUSG00000027423,3657
ENSMUSG00000027424,409
ENSMUSG00000037279,0
ENSMUSG00000084837,0
ENSMUSG00000027425,1612
ENSMUSG00000098387,0
ENSMUSG00000037259,27
ENSMUSG00000027427,1400
ENSMUSG00000027428,448
ENSMUSG00000027429,2169
ENSMUSG00000074754,162
ENSMUSG00000027430,502
ENSMUSG00000027431,0
ENSMUSG00000063873,0
ENSMUSG00000087158,0
ENSMUSG00000074753,0
ENSMUSG00000001768,395
ENSMUSG00000002728,1567
ENSMUSG00000001767,867
ENSMUSG00000037143,1
ENSMUSG00000068154,0
ENSMUSG00000037110,812
ENSMUSG00000085958,5
ENSMUSG00000085796,0
ENSMUSG00000087618,0
ENSMUSG00000074749,359
ENSMUSG00000027433,3439
ENSMUSG00000054160,0
ENSMUSG00000027434,0
ENSMUSG00000086509,0
ENSMUSG00000053545,0
ENSMUSG00000084774,0
ENSMUSG00000087521,0
ENSMUSG00000037034,0
ENSMUSG00000051986,0
ENSMUSG00000086141,0
ENSMUSG00000037025,0
ENSMUSG00000037014,0
ENSMUSG00000074743,0
ENSMUSG00000027435,3
ENSMUSG00000087678,0
ENSMUSG00000036992,670
ENSMUSG00000027439,776
ENSMUSG00000027438,151
ENSMUSG00000055177,0
ENSMUSG00000036958,0
ENSMUSG00000027444,0
ENSMUSG00000027443,0
ENSMUSG00000027442,0
ENSMUSG00000036924,0
ENSMUSG00000027445,0
ENSMUSG00000027446,0
ENSMUSG00000027447,5070
ENSMUSG00000063507,0
ENSMUSG00000086963,0
ENSMUSG00000033156,0
ENSMUSG00000087029,0
ENSMUSG00000074737,0
ENSMUSG00000074736,0
ENSMUSG00000068134,237
ENSMUSG00000074837,0
ENSMUSG00000079009,172
ENSMUSG00000060336,45
ENSMUSG00000074735,0
ENSMUSG00000079008,5
ENSMUSG00000063364,39
ENSMUSG00000095315,134
ENSMUSG00000068130,36
ENSMUSG00000074731,130
ENSMUSG00000068129,2
ENSMUSG00000033096,715
ENSMUSG00000086407,0
ENSMUSG00000027452,89
ENSMUSG00000087406,0
ENSMUSG00000033080,0
ENSMUSG00000086563,0
ENSMUSG00000100630,0
ENSMUSG00000033068,452
ENSMUSG00000033059,2791
ENSMUSG00000032046,1996
ENSMUSG00000027454,551
ENSMUSG00000068115,712
ENSMUSG00000053916,1
ENSMUSG00000079006,0
ENSMUSG00000079005,0
ENSMUSG00000085805,0
ENSMUSG00000067352,17
ENSMUSG00000087337,0
ENSMUSG00000087609,0
ENSMUSG00000087495,0
ENSMUSG00000086659,0
ENSMUSG00000061525,0
ENSMUSG00000027455,2466
ENSMUSG00000087433,14
ENSMUSG00000032966,7108
ENSMUSG00000027456,10
ENSMUSG00000027457,0
ENSMUSG00000074704,0
ENSMUSG00000087035,0
ENSMUSG00000044364,0
ENSMUSG00000032869,957
ENSMUSG00000086800,0
ENSMUSG00000087033,0
ENSMUSG00000032852,0
ENSMUSG00000086620,1
ENSMUSG00000027460,7
ENSMUSG00000087004,0
ENSMUSG00000027459,203
ENSMUSG00000027463,0
ENSMUSG00000085946,0
ENSMUSG00000060257,0
ENSMUSG00000032802,2406
ENSMUSG00000068079,0
ENSMUSG00000074698,3696
ENSMUSG00000027465,1242
ENSMUSG00000027466,2350
ENSMUSG00000032715,623
ENSMUSG00000068062,0
ENSMUSG00000059361,0
ENSMUSG00000051817,0
ENSMUSG00000074682,0
ENSMUSG00000032680,0
ENSMUSG00000074681,0
ENSMUSG00000049560,0
ENSMUSG00000027468,0
ENSMUSG00000074680,0
ENSMUSG00000074679,0
ENSMUSG00000044249,0
ENSMUSG00000084935,0
ENSMUSG00000090485,0
ENSMUSG00000056544,0
ENSMUSG00000050645,0
ENSMUSG00000062124,0
ENSMUSG00000044863,0
ENSMUSG00000074678,0
ENSMUSG00000000359,0
ENSMUSG00000087148,0
ENSMUSG00000019188,1676
ENSMUSG00000042814,139
ENSMUSG00000042745,469
ENSMUSG00000009876,0
ENSMUSG00000007659,914
ENSMUSG00000027469,4638
ENSMUSG00000027470,0
ENSMUSG00000074676,0
ENSMUSG00000042662,0
ENSMUSG00000074673,2
ENSMUSG00000089898,0
ENSMUSG00000027472,707
ENSMUSG00000042631,0
ENSMUSG00000027474,1
ENSMUSG00000003283,0
ENSMUSG00000068040,1535
ENSMUSG00000074671,14
ENSMUSG00000051413,471
ENSMUSG00000046020,1111
ENSMUSG00000027475,1370
ENSMUSG00000073236,29
ENSMUSG00000042548,2765
ENSMUSG00000061411,197
ENSMUSG00000079001,0
ENSMUSG00000056941,951
ENSMUSG00000079000,0
ENSMUSG00000027478,300
ENSMUSG00000082079,7
ENSMUSG00000027479,9246
ENSMUSG00000044083,6
ENSMUSG00000027480,0
ENSMUSG00000027481,0
ENSMUSG00000068009,0
ENSMUSG00000068008,0
ENSMUSG00000074665,0
ENSMUSG00000078998,0
ENSMUSG00000042459,0
ENSMUSG00000027482,0
ENSMUSG00000027483,0
ENSMUSG00000027484,0
ENSMUSG00000027485,0
ENSMUSG00000038572,0
ENSMUSG00000067998,6
ENSMUSG00000067996,0
ENSMUSG00000027487,260
ENSMUSG00000027488,537
ENSMUSG00000038533,1189
ENSMUSG00000027489,47
ENSMUSG00000038523,192
ENSMUSG00000078129,4
ENSMUSG00000027490,1595
ENSMUSG00000000876,191
ENSMUSG00000097602,0
ENSMUSG00000059842,78
ENSMUSG00000085483,0
ENSMUSG00000038467,2844
ENSMUSG00000085691,0
ENSMUSG00000098640,0
ENSMUSG00000027593,5266
ENSMUSG00000027596,0
ENSMUSG00000074656,8530
ENSMUSG00000084897,0
ENSMUSG00000027597,3731
ENSMUSG00000109877,0
ENSMUSG00000087254,0
ENSMUSG00000027598,1856
ENSMUSG00000047459,2129
ENSMUSG00000027602,370
ENSMUSG00000038383,959
ENSMUSG00000038375,1278
ENSMUSG00000038369,2026
ENSMUSG00000027603,2150
ENSMUSG00000027605,232
ENSMUSG00000086529,0
ENSMUSG00000027610,431
ENSMUSG00000085317,0
ENSMUSG00000085010,0
ENSMUSG00000087616,1
ENSMUSG00000074652,8
ENSMUSG00000038324,3239
ENSMUSG00000038312,1072
ENSMUSG00000092123,0
ENSMUSG00000027611,208
ENSMUSG00000027612,0
ENSMUSG00000074649,277
ENSMUSG00000027613,2509
ENSMUSG00000086754,0
ENSMUSG00000074647,0
ENSMUSG00000005882,1066
ENSMUSG00000078972,0
ENSMUSG00000038259,0
ENSMUSG00000038241,1496
ENSMUSG00000074646,12
ENSMUSG00000005881,1760
ENSMUSG00000013338,0
ENSMUSG00000038180,17
ENSMUSG00000074643,1801
ENSMUSG00000027618,742
ENSMUSG00000067847,370
ENSMUSG00000027620,8153
ENSMUSG00000038116,1366
ENSMUSG00000046229,96
ENSMUSG00000038085,11
ENSMUSG00000085546,1
ENSMUSG00000087323,0
ENSMUSG00000102869,4218
ENSMUSG00000027624,333
ENSMUSG00000086872,0
ENSMUSG00000085524,0
ENSMUSG00000027628,1277
ENSMUSG00000055494,17
ENSMUSG00000086118,0
ENSMUSG00000061689,1305
ENSMUSG00000087508,0
ENSMUSG00000086638,10
ENSMUSG00000067818,0
ENSMUSG00000087179,35
ENSMUSG00000062175,142
ENSMUSG00000085741,28
ENSMUSG00000027637,763
ENSMUSG00000027636,1
ENSMUSG00000027634,1766
ENSMUSG00000027635,1050
ENSMUSG00000055485,933
ENSMUSG00000074628,2
ENSMUSG00000027639,1057
ENSMUSG00000027641,2234
ENSMUSG00000074627,2
ENSMUSG00000027642,7011
ENSMUSG00000027643,0
ENSMUSG00000063019,442
ENSMUSG00000027646,1417
ENSMUSG00000087445,32
ENSMUSG00000067787,431
ENSMUSG00000067786,43
ENSMUSG00000087547,10
ENSMUSG00000027649,1588
ENSMUSG00000037843,1
ENSMUSG00000027650,833
ENSMUSG00000027651,788
ENSMUSG00000100860,0
ENSMUSG00000037820,30
ENSMUSG00000092283,0
ENSMUSG00000037813,29
ENSMUSG00000078957,0
ENSMUSG00000052922,0
ENSMUSG00000016024,2
ENSMUSG00000085385,1469
ENSMUSG00000100992,0
ENSMUSG00000044349,1
ENSMUSG00000027652,2422
ENSMUSG00000044405,0
ENSMUSG00000074625,2
ENSMUSG00000086496,0
ENSMUSG00000037771,0
ENSMUSG00000087563,0
ENSMUSG00000037761,259
ENSMUSG00000037754,186
ENSMUSG00000027654,929
ENSMUSG00000027655,588
ENSMUSG00000086558,0
ENSMUSG00000085198,0
ENSMUSG00000086653,0
ENSMUSG00000074623,0
ENSMUSG00000074622,0
ENSMUSG00000078956,12
ENSMUSG00000078955,0
ENSMUSG00000070544,3659
ENSMUSG00000016933,1482
ENSMUSG00000098889,2
ENSMUSG00000035877,478
ENSMUSG00000085303,0
ENSMUSG00000027412,2
ENSMUSG00000050700,1
ENSMUSG00000087147,1
ENSMUSG00000057133,2143
ENSMUSG00000109780,14
ENSMUSG00000067745,0
ENSMUSG00000085469,0
ENSMUSG00000087031,0
ENSMUSG00000100943,0
ENSMUSG00000053141,0
ENSMUSG00000084919,0
ENSMUSG00000054457,0
ENSMUSG00000087536,0
ENSMUSG00000086030,0
ENSMUSG00000016921,11180
ENSMUSG00000035576,7
ENSMUSG00000017868,33
ENSMUSG00000017858,870
ENSMUSG00000017861,1334
ENSMUSG00000070708,0
ENSMUSG00000086152,0
ENSMUSG00000086036,0
ENSMUSG00000074607,0
ENSMUSG00000017817,308
ENSMUSG00000035399,708
ENSMUSG00000099632,13
ENSMUSG00000017943,10
ENSMUSG00000048486,523
ENSMUSG00000053353,0
ENSMUSG00000078949,0
ENSMUSG00000046840,0
ENSMUSG00000017950,0
ENSMUSG00000017679,569
ENSMUSG00000017707,1784
ENSMUSG00000058812,1
ENSMUSG00000035268,382
ENSMUSG00000087129,3
ENSMUSG00000017697,97
ENSMUSG00000027656,0
ENSMUSG00000035238,0
ENSMUSG00000035226,0
ENSMUSG00000018326,7634
ENSMUSG00000054582,15
ENSMUSG00000018322,777
ENSMUSG00000018209,2156
ENSMUSG00000085538,0
ENSMUSG00000040164,0
ENSMUSG00000040154,0
ENSMUSG00000085649,0
ENSMUSG00000042845,0
ENSMUSG00000051769,0
ENSMUSG00000018211,0
ENSMUSG00000040132,0
ENSMUSG00000050383,0
ENSMUSG00000016998,0
ENSMUSG00000017003,0
ENSMUSG00000017000,0
ENSMUSG00000017004,0
ENSMUSG00000017002,0
ENSMUSG00000016995,0
ENSMUSG00000017007,0
ENSMUSG00000017009,821
ENSMUSG00000045503,728
ENSMUSG00000085760,2
ENSMUSG00000017720,0
ENSMUSG00000017734,459
ENSMUSG00000017721,2022
ENSMUSG00000086179,0
ENSMUSG00000017723,0
ENSMUSG00000074596,0
ENSMUSG00000074595,0
ENSMUSG00000017733,0
ENSMUSG00000070533,2
ENSMUSG00000070531,0
ENSMUSG00000070530,0
ENSMUSG00000074594,0
ENSMUSG00000070529,0
ENSMUSG00000078940,0
ENSMUSG00000067704,2
ENSMUSG00000017310,0
ENSMUSG00000074593,0
ENSMUSG00000076434,0
ENSMUSG00000017299,347
ENSMUSG00000086453,9
ENSMUSG00000001403,2936
ENSMUSG00000017300,0
ENSMUSG00000050373,208
ENSMUSG00000017307,205
ENSMUSG00000045822,118
ENSMUSG00000017764,204
ENSMUSG00000017767,3
ENSMUSG00000039873,19
ENSMUSG00000017760,3275
ENSMUSG00000017754,371
ENSMUSG00000039849,1044
ENSMUSG00000039834,446
ENSMUSG00000085436,47
ENSMUSG00000017737,3
ENSMUSG00000017740,150
ENSMUSG00000039804,1289
ENSMUSG00000017652,0
ENSMUSG00000078935,0
ENSMUSG00000053166,0
ENSMUSG00000086630,0
ENSMUSG00000017664,903
ENSMUSG00000017670,2183
ENSMUSG00000056824,0
ENSMUSG00000017667,0
ENSMUSG00000027670,0
ENSMUSG00000018459,3
ENSMUSG00000085358,0
ENSMUSG00000039725,242
ENSMUSG00000027661,0
ENSMUSG00000017897,0
ENSMUSG00000100796,0
ENSMUSG00000039671,2521
ENSMUSG00000085274,5
ENSMUSG00000086820,0
ENSMUSG00000084816,0
ENSMUSG00000087351,0
ENSMUSG00000027678,938
ENSMUSG00000006800,2853
ENSMUSG00000085618,0
ENSMUSG00000085046,0
ENSMUSG00000084840,0
ENSMUSG00000087617,0
ENSMUSG00000085129,0
ENSMUSG00000039621,10
ENSMUSG00000042854,122
ENSMUSG00000074582,1822
ENSMUSG00000002718,5805
ENSMUSG00000090397,33
ENSMUSG00000039536,2080
ENSMUSG00000017999,2604
ENSMUSG00000039501,639
ENSMUSG00000074578,624
ENSMUSG00000050556,16
ENSMUSG00000085151,0
ENSMUSG00000017969,1
ENSMUSG00000086098,0
ENSMUSG00000017929,1477
ENSMUSG00000039463,717
ENSMUSG00000047030,514
ENSMUSG00000006418,1155
ENSMUSG00000042821,5
ENSMUSG00000085596,0
ENSMUSG00000078923,2043
ENSMUSG00000090213,2747
ENSMUSG00000085914,1
ENSMUSG00000056501,123
ENSMUSG00000006462,0
ENSMUSG00000084797,23
ENSMUSG00000087624,2
ENSMUSG00000087684,0
ENSMUSG00000085411,0
ENSMUSG00000027540,1432
ENSMUSG00000074577,6
ENSMUSG00000086411,1
ENSMUSG00000044641,68
ENSMUSG00000085267,0
ENSMUSG00000087648,1
ENSMUSG00000051149,3483
ENSMUSG00000078919,779
ENSMUSG00000074576,128
ENSMUSG00000074575,0
ENSMUSG00000086783,0
ENSMUSG00000027544,911
ENSMUSG00000027546,1328
ENSMUSG00000027547,9
ENSMUSG00000085322,1
ENSMUSG00000027551,380
ENSMUSG00000086348,0
ENSMUSG00000086658,0
ENSMUSG00000052368,0
ENSMUSG00000086238,0
ENSMUSG00000085369,0
ENSMUSG00000086840,0
ENSMUSG00000085350,0
ENSMUSG00000087074,0
ENSMUSG00000078912,0
ENSMUSG00000047907,0
ENSMUSG00000052056,613
ENSMUSG00000013523,1
ENSMUSG00000086999,0
ENSMUSG00000086970,0
ENSMUSG00000038567,0
ENSMUSG00000052033,595
ENSMUSG00000085495,0
ENSMUSG00000085225,1
ENSMUSG00000043583,0
ENSMUSG00000085158,4
ENSMUSG00000027560,270
ENSMUSG00000084829,0
ENSMUSG00000084818,0
ENSMUSG00000086613,0
ENSMUSG00000086823,0
ENSMUSG00000085426,0
ENSMUSG00000087100,0
ENSMUSG00000067578,0
ENSMUSG00000087409,0
ENSMUSG00000038537,0
ENSMUSG00000085949,0
ENSMUSG00000085905,0
ENSMUSG00000027495,438
ENSMUSG00000027496,2166
ENSMUSG00000027498,998
ENSMUSG00000074570,0
ENSMUSG00000087633,0
ENSMUSG00000027502,1260
ENSMUSG00000074569,4
ENSMUSG00000027505,3
ENSMUSG00000028640,0
ENSMUSG00000008999,0
ENSMUSG00000005883,0
ENSMUSG00000027509,1567
ENSMUSG00000027510,474
ENSMUSG00000092596,0
ENSMUSG00000087442,5
ENSMUSG00000070495,0
ENSMUSG00000087382,0
ENSMUSG00000027513,0
ENSMUSG00000027514,1
ENSMUSG00000038400,160
ENSMUSG00000087600,1
ENSMUSG00000086114,0
ENSMUSG00000027518,0
ENSMUSG00000027517,0
ENSMUSG00000027519,1342
ENSMUSG00000057047,0
ENSMUSG00000054455,1916
ENSMUSG00000027522,1250
ENSMUSG00000039263,2617
ENSMUSG00000074555,6
ENSMUSG00000086537,0
ENSMUSG00000027523,244
ENSMUSG00000090625,2
ENSMUSG00000016253,992
ENSMUSG00000016256,4266
ENSMUSG00000016255,0
ENSMUSG00000016252,1114
ENSMUSG00000016257,2489
ENSMUSG00000050600,0
ENSMUSG00000027524,0
ENSMUSG00000084795,0
ENSMUSG00000087215,0
ENSMUSG00000086177,0
ENSMUSG00000078906,0
ENSMUSG00000078905,2
ENSMUSG00000090093,74
ENSMUSG00000078902,11
ENSMUSG00000078903,1
ENSMUSG00000078901,2
ENSMUSG00000078899,0
ENSMUSG00000078898,0
ENSMUSG00000078897,7
ENSMUSG00000078896,0
ENSMUSG00000094475,0
ENSMUSG00000095545,0
ENSMUSG00000094932,0
ENSMUSG00000078889,2
ENSMUSG00000078887,0
ENSMUSG00000089756,0
ENSMUSG00000078886,0
ENSMUSG00000078891,0
ENSMUSG00000095648,0
ENSMUSG00000078894,0
ENSMUSG00000078895,0
ENSMUSG00000089951,0
ENSMUSG00000078881,0
ENSMUSG00000095199,1
ENSMUSG00000078880,2
ENSMUSG00000078879,0
ENSMUSG00000078878,75
ENSMUSG00000078877,238
ENSMUSG00000078876,0
ENSMUSG00000074527,9
ENSMUSG00000078875,36
ENSMUSG00000078872,1
ENSMUSG00000078870,233
ENSMUSG00000078869,3
ENSMUSG00000078868,3
ENSMUSG00000078867,156
ENSMUSG00000078866,210
ENSMUSG00000094786,68
ENSMUSG00000078865,1
ENSMUSG00000078864,167
ENSMUSG00000095362,146
ENSMUSG00000074521,52
ENSMUSG00000074529,0
ENSMUSG00000078862,246
ENSMUSG00000074519,128
ENSMUSG00000078861,117
ENSMUSG00000027525,0
ENSMUSG00000060445,1
ENSMUSG00000049999,0
ENSMUSG00000070476,0
ENSMUSG00000039155,0
ENSMUSG00000039138,0
ENSMUSG00000000305,0
ENSMUSG00000039117,856
ENSMUSG00000085704,61
ENSMUSG00000039108,2000
ENSMUSG00000027566,4049
ENSMUSG00000039086,197
ENSMUSG00000039069,462
ENSMUSG00000039059,0
ENSMUSG00000090589,0
ENSMUSG00000039050,516
ENSMUSG00000039041,2392
ENSMUSG00000015647,2267
ENSMUSG00000039001,2418
ENSMUSG00000038990,356
ENSMUSG00000038980,0
ENSMUSG00000015627,0
ENSMUSG00000056061,0
ENSMUSG00000084843,0
ENSMUSG00000038963,0
ENSMUSG00000027568,0
ENSMUSG00000027569,530
ENSMUSG00000049401,1666
ENSMUSG00000027570,38
ENSMUSG00000038932,0
ENSMUSG00000038914,2164
ENSMUSG00000027573,954
ENSMUSG00000023393,14
ENSMUSG00000087550,0
ENSMUSG00000045493,0
ENSMUSG00000074507,0
ENSMUSG00000086166,0
ENSMUSG00000085428,0
ENSMUSG00000085728,0
ENSMUSG00000098051,0
ENSMUSG00000038848,2194
ENSMUSG00000038840,0
ENSMUSG00000027574,4
ENSMUSG00000087293,0
ENSMUSG00000027575,1121
ENSMUSG00000070461,116
ENSMUSG00000016356,85
ENSMUSG00000027577,0
ENSMUSG00000016346,0
ENSMUSG00000016349,2
ENSMUSG00000016344,837
ENSMUSG00000038751,0
ENSMUSG00000027579,0
ENSMUSG00000047841,1
ENSMUSG00000027580,197
ENSMUSG00000038705,867
ENSMUSG00000027581,1
ENSMUSG00000038685,1381
ENSMUSG00000038671,438
ENSMUSG00000027582,354
ENSMUSG00000090077,0
ENSMUSG00000027583,194
ENSMUSG00000055882,2
ENSMUSG00000000827,1251
ENSMUSG00000000826,2933
ENSMUSG00000089917,588
ENSMUSG00000010492,11
ENSMUSG00000000823,803
ENSMUSG00000002455,1927
ENSMUSG00000038605,143
ENSMUSG00000108976,0
ENSMUSG00000046470,0
ENSMUSG00000059540,127
ENSMUSG00000002458,520
ENSMUSG00000045794,0
ENSMUSG00000027584,0
ENSMUSG00000010505,0
ENSMUSG00000027589,563
ENSMUSG00000038628,1321
ENSMUSG00000098505,0
ENSMUSG00000017688,0
ENSMUSG00000098659,0
ENSMUSG00000096922,0
ENSMUSG00000086224,0
ENSMUSG00000025255,1
ENSMUSG00000093557,0
ENSMUSG00000040374,1099
ENSMUSG00000103034,12
ENSMUSG00000102979,0
ENSMUSG00000069118,0
ENSMUSG00000027499,2238
ENSMUSG00000043542,508
ENSMUSG00000040329,0
ENSMUSG00000097804,0
ENSMUSG00000100010,0
ENSMUSG00000027500,0
ENSMUSG00000104102,0
ENSMUSG00000040289,11350
ENSMUSG00000103346,0
ENSMUSG00000040269,506
ENSMUSG00000027506,2468
ENSMUSG00000103116,4
ENSMUSG00000069114,570
ENSMUSG00000097365,0
ENSMUSG00000040209,1380
ENSMUSG00000027508,132
ENSMUSG00000089794,0
ENSMUSG00000027533,9342
ENSMUSG00000104000,16
ENSMUSG00000049230,388
ENSMUSG00000052468,2
ENSMUSG00000027528,0
ENSMUSG00000062515,0
ENSMUSG00000027530,0
ENSMUSG00000027531,1835
ENSMUSG00000058921,3
ENSMUSG00000039795,357
ENSMUSG00000027536,27
ENSMUSG00000027534,144
ENSMUSG00000104015,0
ENSMUSG00000102215,0
ENSMUSG00000039717,0
ENSMUSG00000039710,0
ENSMUSG00000027550,898
ENSMUSG00000027552,349
ENSMUSG00000078784,770
ENSMUSG00000027555,894
ENSMUSG00000027556,0
ENSMUSG00000027559,0
ENSMUSG00000027562,0
ENSMUSG00000098008,0
ENSMUSG00000103912,0
ENSMUSG00000078783,0
ENSMUSG00000095788,0
ENSMUSG00000095028,0
ENSMUSG00000102155,0
ENSMUSG00000074677,0
ENSMUSG00000078780,0
ENSMUSG00000047213,3355
ENSMUSG00000104411,0
ENSMUSG00000100252,0
ENSMUSG00000027564,0
ENSMUSG00000025128,0
ENSMUSG00000039519,0
ENSMUSG00000102886,0
ENSMUSG00000102699,0
ENSMUSG00000027599,1987
